tweet_id,tweet_text,Misogyny
9.28E+17,คอสเพลเห็บหมาหรอ อิอ้วนเอ้ยยย 55555555 pic.twitter.com/1bf83xDP4R,0
9.13E+17,นิิยายเป็นกล่องก็ยังอ่านไม่หมดเด้อ ปลวกแดกละมั้ง,0
9.13E+17,TWEET_NOT_FOUND,0
9.00E+17,เจ็บใจชิบหาย พนได้หยุดก็มาฉีดปลวก ปวดตัวกูจะนอยว้อยยยย มาฉีดปลวกก็คือมาไล่กูหรอ ฮึกๆๆ,0
9.00E+17,,0
9.13E+17,,0
9.13E+17,TWEET_NOT_FOUND,0
9.00E+17,TWEET_NOT_FOUND,0
9.00E+17,,0
8.99E+17,น้าบอกคนฉีดปลวกจะมาให้รีบจัดห้อง เพราะห้องนี่รกมาก ก้รีบจัดๆตั้งแต่เช้า (ปกติไม่คิดว่าห้องรกนะ วนเกทละ😂)สรุปน้าบอกเค้าไม่ฉีดห้องนอนละ wtf!,0
9.00E+17,TWEET_NOT_FOUND,0
9.00E+17,ชีวิตคนอื่นนี้ดีชิพหายวายปลวก ไอ้สัสเอ้ยดูกูนี่ ไม่มีห่าไรเลย,0
9.28E+17,เอ้วเกานี่แบบ เป็นติ่งจริงๆอ่ะ แต่เป็นติ่งที่ต้องตัดทิ้ง อิเวง ไม่ไล่ตัวเองออกบ้างวะ สมปลวก,0
9.26E+17,"พนักงานบริการเเย่มากกก อยู่กันเป็นกระจุกเหมือนเห็บหมา หน้าตาไม่รับเขก ขี้นินทาอีกตะหากก 
 #eveandboy",0
9.26E+17,,0
9.28E+17,โถ่อีสัส เก่งจริงๆแหมทำเป็นพูดถ้าไม่ร้ายมาก็ไม่ร้ายกลับ อีดอกกกเอ้ยยยกูอยากรู้จริงๆว่ามึงทำอะไรบ้าง.  อีชะนีหน้าปลวก,0
9.26E+17,แต่หน้าแบบนี้ ตัวผู้ก็คงหน้าปลวกไม่ต่างกัน,0
9.13E+17,ละแปลก ผชคนไหนที่ชอบติ ชอบทัก ชอบว่า คนนั้นคนนี้ มักหน้าแย่ ปลวกทุกคน จะด่าหน้าเหี้ยยังสงสารเหี้ยเลยอะ เกลียดมาก การบูลลี่ว่าหน้าตาคนอื่น,0
9.26E+17,เอาอีปลวกนี่มาเป็น พิธีกร รายการที่ขยะอยู่แล้วคราวนี้กลายเป็นรายการขยะแขยงเลย matichonweekly.com/featured/artic…,0
9.26E+17,จุดๆนี้อยากกระทืบคนหน้าปลวกแบบมึงมาก,0
9.26E+17,,0
9.13E+17,,0
9.13E+17,"หากไปสนามหลวง แล้วทุกคนพกถุงขยะไปคนละถุง 
ระหว่างเดินหรือรอคิว ก็เก็บขยะทุกชิ้นที่เจอ
แบบนี้จะถือว่าเป็นไทย ๙.๐ ไปเลย",0
9.27E+17,มีบิษัทลูกค้าส่งกระทงมาเป็นกะทงตุ๊กตามีกระโปรงเปนกรวยไอติม คืออะไร จะเอาไปลอยก็ติดตุ๊กตาแม่งขยะชัดๆ จะกินเองก็ผ่านมากี่มือ ยิ่งกว่ากะหรี่อีก,1
9.13E+17,,0
9.13E+17,กรี๊ด แบงค์พันปลิวไปอยู่ในถุงขยะ เพิ่งเจอเมื่อกี้ ก็ว่าหายไปไหนวะ เมื่อวานยังเห็นอยู่เลย 5555555,0
8.99E+17,สูญเสียไปเท่าไหร่กับการลบขยะแคช,0
9.13E+17,,0
9.13E+17,โอ้ย ใจหายใจคว่ำ เมื่อกี้ก้มเก็บตั๋วรถเมล์ที่พื้นห้อง แล้วทิ้งใส่ถุงขยะเลยเจอ โอยยยยยย,0
9.28E+17,,0
9.29E+17,โมโหอะอีสัส ปลวกหัวควย รองเท้ากูตั้งแพงอีควายอีห่ารากเอ๊ย,0
9.19E+17,TWEET_NOT_FOUND,0
9.13E+17,ปัญหาน้ำเน่าเสีย หรือบางทีมันอาจจะมาจากปชช.ทิ้งขยะ แต่สองสามมานี้ทำไมสาเหตุมันคล้ายๆกันนั่นก็คือเกิดจากการบริหาร,0
9.13E+17,คนหนึ่งอ่ะที่ไม่ชอบ คนที่หัวร้อนมาก่อนแล้วมาลงใส่กู เอ้าอีสัด กูผิดเหรอ กูไปเผาบ้านมึงป่ะ หรือกูเป็นถังขยะมึง ก็ไม่หนิ,0
9.02E+17,หลายวันก่อนโดนสลิ่มแซะ การอ่านมติชน ถือเป็นการอ่านหรือไม่ ผมเองก็ใช้เงินซื้ออ่าน ถ้าต้องควักเงินซื้อขยะมาบ้านก็ต้องเห็นใจผมด้วย,0
9.00E+17,TWEET_NOT_FOUND,0
9.27E+17,กูแจ้งตำรวจเองแหละไอ่พวกเหี้ย ไม่มีใครแจ้งกูแจ้งเอง พวกขยะสังคมเอ้ย ไม่ต้องสงสัยหรอกว่าใคร กูไม่เปิดเผยตัวออกสื่อหรอกเดียวกูโดนดักตี,0
9.28E+17,เคยรู้สึกผิดกับความตอแหลของมึงบ้างป้ะ เคยรู้ป้ะว่าสิ่งที่ทำมันไม่ดีอะ หน้าไหว้หลังหลอก มันน่ารังเกียจอะ ต่อหน้าพูดดี ลับหลังเอาไปด่า ขยะสัส,0
9.13E+17,ขยะแบบขยะอะ คนเขาไม่เข้าใกล้จะบล็อกก็มาด่าเขา อีห่าสมควรโดนละปะ,0
8.46E+17,"ข้อสอบห่วย เว็บห่วย = บุคลากรห่วย 
ไงหละ พวกที่ออกข้อสอบให้เด็กทั้งประเทศ
มึงทำได้กันเเค่นี้อ่อวะ ขยะ 
Server มึงก็อย่างกะ window xp
กากสัด",0
8.52E+17,โอ๊ยรำคาญ ไม่ชอบแช่งใครให้ชีวิตชิบหายนะ แต่กูแช่งพวกมึง ขยะสังคมที่แท้จริงจ้า,0
9.01E+17,,0
9.13E+17,อยากให้มันหายไปจากโลกนี้นะ บุคคลที่เป็นขยะทางสังคม,0
9.27E+17,,0
8.99E+17,,0
9.13E+17,,0
9.01E+17,แบมมีคนรักมากมาย มากพอที่จะมองพวกความคิดน่ารังเกลียดเป็นเพียงเศษขยะที่มาติดใต้รองเท้า รู้ไว้เลยนะว่าพวกแกไม่มีค่าพอให้น้องฉันสนใจ แหวะขยะ,0
9.39E+17,,0
9.13E+17,หน้าด้านมาร์คหน้า หลังจากไม่ได้ทำมานาน,0
9.13E+17,นี่หน้าด้านจริงๆนะเว้ย แต่คือเกลียดคณิต  ทำใจ รู้ว่าต้องเจอ ก็ปลอบตัวเองไปว่าไม่ใช่คณิตแบบฟิสิก มันก็ต้องด้านต่อไปป,0
9.13E+17,TWEET_NOT_FOUND,0
9.13E+17,ถ้าคุณไม่อยากขึ้นก็ช่าง เราหน้าด้านเอาขึ้นคนเดียวนี่แหละ,0
9.27E+17,ตายยกครัวซะ พวกขยะสิงคโปร์ ไร้ประโยชน์ต่อประเทศนี้ แช่งแม่ง สัส,0
9.13E+17,ก็สนุกดีนะ แต่นี่ก็คิดว่าไม่ค่อยได้ช่วยเพื่อนเยอะ แต่ใช้สกิลความหน้าด้านเยอะพอสมควร,0
9.13E+17,อาทิตย์นี้ต้องเรียกว่าอาทิตย์แห่งความหน้าด้าน แบบสอบถามนี่ส่งให้คนอื่นทั่วอะ เพื่อนมัธยมที่ไม่เคยคุยกันเป็นปีกูก็ทักเค้าไป,0
9.39E+17,คุณพ่อรู้ดี รู้ทุกเรื่อง แต่ไม่รู้ราคายาง ไอ้หน้าด้าน!! pic.twitter.com/d3ACeBUHgD,0
9.13E+17,"งงคนประเภทนึงมาก ขนาดแม่เราเองยังไม่เอ่ยปากขอมานอนที่คอนโดเลยเพราะนางบอกว่ากลัวรบกวนเราเวลาเคลียน์งานดึก แต่นี่คือขอมานอนเลย ""อีหน้าด้าน""!!!",0
9.13E+17,,0
9.26E+17,ควย  มึงนามสกุลไรก็ใช้ป้ายนามสกุลมึงสิ  เอานามสกุลพ่อกูไปตั้งชื่อป้ายทำไม  อีเหี้ย อีเมียน้อยหน้าด้าน,0
9.24E+17,มาอีกละ ขนาดด่าไปในเฟซยังไม่รู้ตัว หน้าด้านจริงๆคนเรา อีควย,0
9.22E+17,เป็นผู้หญิงจะทำงานอะไรได้มากอยู่บ้านไปนั่นแหละไม่ต้องออกไปทำหรอก,1
9.27E+17,ผญแบบนี้น่ารำคาญมากๆ หน้าด้าน หลงตัวเองเกินไปเว่อร์ รำ ตอแหล,1
9.26E+17,,0
9.28E+17,,0
9.29E+17,หน้าด้านเหมือนปูน ถ้าไม่เลิกด้าน กูจะเอาปูนโบกหีโบกควยพวกมึง เอาให้ขมิบไม่ได้เลยควย โบกรูตูดด้วยอีเหี้ย ไม่ต้องขี้ไม่ต้องเยี่ยว หมั่นไส้,1
9.13E+17,,0
9.13E+17,ยังจะหน้าด้านอยู่ได้ เค้าไม่เห็นค่ามึงแล้ว มึงมันหมดประโยชน์แล้ว,0
9.13E+17,บางคนก็หน้าด้านเกิ๊น จับได้คาหนังคาเขายังไม่ยอมรับเลย,0
9.25E+17,อีหน้าด้าน...คิดว่ากูโง่นักหรอห้ะะะอีหีควย อีหน้าหี อีสัส อีห่าอีเวรอีเปรต อีชิงหมาเกิดลูกอีห่านี้นิ อย่านะมึง,0
9.19E+17,,0
9.26E+17,,0
9.39E+17,กูจะบ้าตาย หล่อแต่ไม่มีสติ5555555,0
9.39E+17,ก็พวกมึงไม่เนียน และไม่มีใครหน้าด้านเท่าไก่อู่ไง ถึงไม่เปลี่ยนตัวสักที pic.twitter.com/nGQ4HnMbet,0
8.98E+17,กูบ้าไปกินกาแฟทำไม นี่ไง แล้วเป็นไง,0
9.02E+17,คิดมาได้ ฝนตกก็โยงการเมือง บ้าจริงๆ,0
8.98E+17,มีคนอันฟอลเลยแหะ บ้ามากไปก็งี้ 😂,0
8.50E+17,โอ๊ยเป็นอะไรที่บ้ามาก บ้ามากๆ,0
8.50E+17,.ใครจะบ้าซื้อกระเป๋าที่ราคาแพงกว่าเงินเดือนตัวเองวะ ถ้ามีคือแบบเกินไปอ่ะ เกินไปมากๆ,0
8.99E+17,,0
8.50E+17,TWEET_NOT_FOUND,0
8.99E+17,โอโห เงินเข้ากลางเดือน บ้าหรอ =_=,0
8.98E+17,TWEET_NOT_FOUND,0
8.98E+17,,0
8.50E+17,หลับหรือซ้อมตายวะ โอ้ยย บ้าจริงง,0
9.28E+17,"มึงจะปัญญาอ่อนไปถึงไหนวะ  ไอ้บ้า
ลายนิ้วมือเลือน pic.twitter.com/a8pjZoJhQb",0
9.27E+17,TWEET_NOT_FOUND,0
9.29E+17,"อนาคตดับวูบตั้งแต่มึงปฏิวัติแล้ว
ไอ้บ้าอำนาจ twitter.com/Stop_Dadjarit/…",0
9.19E+17,TWEET_NOT_FOUND,0
9.08E+17,ขนาดสลิ่มที่เปนแค่มนุษย์ลุงแถมจอมแถยังมีเรือดำน้ำ อาวุธบ้าบอตั้ง 7หมื่นล้านเลย ไม่ต้องนับพวกนักการเมืองฉลาดๆหน่อย,0
9.28E+17,"โรงบาลเอกชนแม่งตัวสูบเลือดเนื้อดีๆนี่เอง โดนยาพารา แก้ไอ แก้อักเสบ 3 ตัว 1,000 ไอ้บ้ายาเบสิคมากนะ กุจะหายเพราะราคายามึงนี่แหละ",0
8.98E+17,อีห่าเป็นกูจ้างสิบล้านละมาเจองี้ก็ไม่ไปอ่ะ อิคนรุมมันเป็นผีบ้าแล้วแบบนี้ โมโหหหห,0
8.98E+17,,0
8.50E+17,ทุกวันนี้ชุ้นต้องขออนุญาตใครก่อนทวิตมะ เดี๋ยวโดนด่าโดนเหม็นอีก อีบ้า,0
9.29E+17,,0
9.13E+17,ขอวินิฉัยอาการตัวเองว่า ช่วงนี้ใช้สายตาเยอะมันเลยอักเสบกระเทือนประสาทโดยรอบทำให้อาการไซนัสที่เป็นอยู่แล้ว เป็นมากขึ้น,0
9.29E+17,ถ้าไม่เลี้ยงข้าวกูนะ กูจะแดกปลาทองลูกมึงนี่แหละไอ้รูมเมทบ้า!!!,0
9.39E+17,"รีรันมาา นี่ก็ดูซ้ำอีกรอบบบ ได้แต่ถามตัวเองงง กูติ่งวงบ้าอะไรวะเนี่ยยย 55555555555+
#WANNAONEGO",0
9.13E+17,ถ้าไม่ติดว่าเป็นแฟนเพื่อนจะบล็อคให้หลุดฟอลจริงๆ ปวดประสาท,0
9.13E+17,ประสาทจะแดกแล้วเนี่ย ดูเอกเล่นโฮมสวีมโฮมได้แค่ครึ่งนึง กูเกร็งจะตายห่าแล้ว,0
9.13E+17,ประสาทจะกินแล้ววโอ้ยมึงร่วมมือกับกุก่อนคอมมม,0
9.13E+17,,0
9.00E+17,"นี่ต้องทำกับข้าวให้หมากินอีกแล้ว
หมาตัวเองก็ไม่ใช่ แต่มันไม่ได้กินมันก็เห่าหอนร้องทั้งคืนกวนประสาททั้งคืน .",0
9.13E+17,ให้ประสาทเสียกับข้างห้องก็พอแล้วมั้ง ห้องข้างบนไม่ต้องเรียกร้องความสนใจขนาดนี้ก็ได้ 😒😒😒😒😒😒😒😒😒😒,0
9.13E+17,TWEET_NOT_FOUND,0
9.13E+17,ไม่คิดว่าจะเป็นผู้ใหญ่ที่ไร้สาระได้ขนาดนี้. เมื่อก่อนกุเคยรักเคยแคร์แทบบ้าไปได้ยังไง ก็แค่คนประสาท,0
9.00E+17,นอกจากจะให้กูปิดไฟแต่งหน้าแล้ว ยังจะให้กูไม่อาบน้ำไปเรียน ประสาทแดก,0
9.13E+17,ชีวิตหวงโสด แต่ก็โพสต์บ่นเหงาเหมือนคนอกหักได้ทุกวัน ประสาทท!,0
9.27E+17,กูอยู่ของกูดีๆสัส หน้าหีทำชีวิตกูปั่นป่วนนี้กูยังหนักใจกะบคนๆนึงไม่พอใช่มะ ต้องมาหนักใจกับคนอย่างพวกมึงๆอีกอะ ประสาทจะแตกกกกกตายยยย,0
9.13E+17,คิดถึงชุมชนจังเลยนะคะ ชีวิตบันเทิงเหี้ยๆ คนไข้ก็ต้องตรวจ แถมเจอเพื่อนประสาทแดกอีกเวน,0
9.13E+17,,0
9.27E+17,อิผู้จัดควายยยยยยย อิโง่!!!!!!!!!!!!!!!!!!!!!!!!!!!!! แม่งเอ้ยยยยยยยยยยยยยย มึงเป็นประสาทหรอออออ กูบอกมึงแล้วว่าเดี๋ยวมึงจะต้องเอามาลด สัส,0
9.13E+17,อย่ากวนตีน กวนประสาทไม่ชอบ น่ารำคาญ,0
9.00E+17,TWEET_NOT_FOUND,0
9.25E+17,,0
9.09E+17,สัส มึงหย่อนถุงอะไรรรรรรร๊ โอ้ย ประสาทแดกกับติ่งประเทศนี้โคตร,0
9.28E+17,แฟนคลับบางกลุ่มแบบประสาทอะชอบหาเรื่องหัวร้อน ว่างๆค้นชื่อเมนตัวเองหาดูว่าใครพูดถึงว่ายังไงบัาง เป็นบ้าหรอ,0
9.29E+17,กูต้องมานั่งอธิบาย ควยไรกับคำดูหมิ่น แหล่ะ หัวควยกระดอรีบ อะไรแบบนี้ มึงประสาทหรือเปล่า.,0
9.25E+17,ผ่านไปเดือนนึงมึงจะบอกว่าโหลดไม่ได้เลยหรอ ประสาทสัส แม่งเง้ย ขอให้เน็ตมึงล่ม แคสเกมส์ไม่ได้ เล่นเกมส์อยู่ดีๆแล้วคอมดับ เน็ตไม่ติด เกลียด,0
9.13E+17,TWEET_NOT_FOUND,0
9.13E+17,ไอ้เวร สอบซ่อมยังไม่ได้ทำ,0
9.13E+17,รุมเร้าไปหมดเลยอีเหี้ย รู้เลยว่าปัญหาแรกมาจากการพักผ่อน เวรจริงๆ ลามปาม,0
8.98E+17,ใช้เวรใช้กรรมหมดยัง,0
9.13E+17,ดูทรงละยันเช้า แล้วคืนนี้ไม่ได้นอน กูควรแต่งหน้ายังไง อีเวร 55,0
9.13E+17,ที่นอนดึก เพราะกูท้องเสียไอ้สัส แตงโมปั่น โคตรเวรเลยยยย,0
9.13E+17,เวรกรรมอะไรทำไมต้องมาจำโครงสร้างแบบนี้ ทฤษฎีก้ไม่ได้ โครงสร้างอย่าหวังเลยเพ่,0
9.13E+17,ตื่นเพราะปวดท้อง อะไรเนี่ย เวรกรรมอะไรคะ,0
9.13E+17,"ไม่ว่าจะคุยกับใครหรือคบกับใคร
รู้สึกเหมือนเป็นฝ่ายรอตลอด
ทำไมอะ ใจคอจะให้รอทุกคนที่ผ่านเข้ามาเลยหรอ ไม่ให้เค้ารอเราบ้างหรอ5555555 เวร",0
9.13E+17,TWEET_NOT_FOUND,0
9.28E+17,TWEET_NOT_FOUND,0
9.21E+17,TWEET_NOT_FOUND,0
9.23E+17,เหี้ยไรกะกูนักหนาอ่ะ สัส ทุกอย่างดีหมดยกเว้นครูเวรนี้อ่ะ อะไรวะพูดเหมือนพูดกับเด็กเล่นขี้ตัวเองไม่มีความใส่ใจห้าไรเลยอ่ะ,0
9.13E+17,,0
9.29E+17,ละอีโรงแรมเวรนี่ก็ไม่มีรถเข็นให้อีก มึงจะต้องโบ้ยกันไปกันมา สัส หงุดหงิด,0
9.25E+17,ไอ้หมาเวรข้างบ้านก็เห่าทุกคืน นี่เห่าตั้งแต่สองทุ่ม นอนไม่ได้ไง ยิ่งนอนไม่หลับ ไม่ได้นอน ปวดหัว ปวดหลัง ถ้ามีปืนตอนนี้แม่จะยิงทิ้งให้หมด สัส,0
9.27E+17,,0
8.97E+17,TWEET_NOT_FOUND,0
9.26E+17,เค้าคงอยากให้น้องได้ซีนแหละ แต่อีเดกเวร เดะกุแช่งให้พ่อมึงตายจริงๆเดะเถอะ เล่นอะไรไม่เข้าเรื่อง พ่อมึงไม่ด่าหรอ,0
9.29E+17,เจอแต่ทีมส้นตีนไรไม่รู้ จะไปตามไล่คิลทำไมไม่รู้ แม่ง ละกูวิ่งกันป้อมสามเลนอยู่คนเดียวอีเวร ปัญญาอ่อน,0
9.25E+17,เกลียดคำว่า มึงไปกูไป มึงทำกูทำ สัส ไม่มีหัวคิดเองหรอต้องเอาตามเพื่อนตลอด เวร,0
9.25E+17,,0
9.13E+17,TWEET_NOT_FOUND,0
9.13E+17,,0
9.14E+17,TWEET_NOT_FOUND,0
9.03E+17,สลบตั้งแต่กลับบ้านและเพิ่งตื่น ดอกทอง,0
9.13E+17,ใช้เงินเก่งอีดอกกก กลัวตัวเองแบ้ววว,0
9.29E+17,การจราจรในกรุงเทพเป็นเหี้ยไรที่หัวร้อนสุดละ สุขภาพจิตเสียทุกวันเอดอก,0
9.14E+17,เจ้าดอกไม้ตอนนี้เทอไปอยู่ไหนน อยากเป็นดอกไม้ดอกนั้นจังค่ะ ดอกที่ปู่จั๊บนั่นหน่ะค่ะ เขิลลเลยย,0
9.13E+17,มันฟินแต่ฟินไม่สุด อีดอก,0
9.13E+17,,0
9.13E+17,,0
9.14E+17,อีดอกกกกกก ลุกไปเรียนได้แล้วค่าาาาาา,0
9.13E+17,กูหารากผักชีไม่เจอจริงๆค่ะอีดอกกกก,0
9.14E+17,ทำไมจะปิดเทอมแล้วงานเยอะขนาดนี้ อีดอก,0
8.99E+17,กูเกลียดมึงอีดอก สัสเหี้ย,0
9.29E+17,การจราจรประเทศเหี้ยนี่กำลังทำให้กูบ้า ดอก!,0
9.29E+17,คนปากจัด อย่างกุ เรื่องด่า เป็นเรื่องปกติ แต่วันไหน ถ้า มันมากกว่า นี้ มุงโดนแน่ อีดอก หงุดหงิด เหี้ย!,0
9.03E+17,ความเชื่อใจอ่ะ มันไม่มีเลยหรอวะ เหี้ยมากอ่ะ กูเหี้ยมากอ่ะ อะไรคือ ดอกทอง ตอแหลหรอ เลวขนาดนั้นเลยหรอ ไม่อยากอยู่ละอ่ะ ความเชื่อใจยังไม่มีให้,0
9.04E+17,"เธอเป็นคนดีนะ
คนดีที่ดอกทอง
#ผู้ชายหน้าหี",0
9.29E+17,อีโอเหี้ยไรนี่กูยอมใจจริงๆว่ะ หลายต่อหลายครั้งที่มีคนโควตทวิตมันแบ้วพอกูกดเข้าไป ปี๊บ คุณถูกบล็อก อีหน้าดอกสัส ต้องเอาอีคแอคเข้าตลอด,0
8.98E+17,"😌
ในสันดาน เป็นคน ชอบเซลฟี่
กล้องไม่มี ที่หน้าเครื่อง เรื่องเศร้าหมอง
พอได้เจอ กระจก… instagram.com/p/BX0rhAlgcfq/",0
8.98E+17,แล้วก็เพิ่งค้นพบสันดานตัวเองด้วยว่าที่ผ่านมา ฉันไม่ได้รักใครเลย นอกจากตัวเอง,0
9.04E+17,สันดานไม่ได้มาตามสายเลือด เชื่อกู,0
8.98E+17,ละพอสันดานเปิดเผยเป็นไง หยุดทุกอย่าง ไม่ได้พาไปไหน ของไรก็ไม่ได้ซื้อมาให้แดก มันทำเหมือนบ้านนี่เป็นอากาศธาตุ นี่ก็ทำเหมือนมันเป็นอากาศธาตุ,0
9.01E+17,พวกไพร่ที่แท้ แดกกาแฟดำออฟฟิศฟรี เป็นที่ยอมรับ,0
9.29E+17,น่าจะรู้ตัวได้แล้วม้างงงง คนเขาเกียจทั้งม.ขนาดนี้ จะตอแหลก็เอาให้สุดสิ หรือสันดานจริงๆมึงเริ่มออกมาแล้วล่ะ,0
8.98E+17,มันคือเรื่องของมารยาทและการให้เกียรติอะถูกปะ ใช้ชื่อวงโปรโมท เชิญไป อัดล่วงหน้า พอมาถึงวันนี้คุณตัดวงเราออก ต้องสันดานขนาดไหน,0
9.29E+17,พูดอะไรนึกถึงคนฟังบ้างอีเหี้ยโมโหละมาตะคอกกูจะไปรู้กับมึงปะสันดาน,0
8.97E+17,ถึงหน้าดีสันดานหีก็ไร้ค่า ไร้ราคาไร้สเน่ห์หาผิดใจหมาย ไหนเงินทองเลี้ยงพ่อแม่อีเด็กควาย... fb.me/7XSWXAaAF,0
9.29E+17,หลอกกุเปลี่ยนดิสอยู่คนเด่ว สันดานหมา พวกคนเห้รย,0
9.29E+17,นี่ไม่เคยโกรธใครขนาดนี้อะ ไม่มีมารยาท สันดานเสีย ทำตัวแบบ🙄หมดคำจะพูดอะ เห็นแก่ตัวแล้วยังเรื่องมาก อีเวน,0
9.29E+17,ไม่อยากมีเพื่อนน้ำหน้าแบบมึงเลยควย พวกไม่มีปย.ก็ไม่เห็นค่าสันดาน,0
9.29E+17,สันดานเหี้ยแล้วยังมารยาททรามอีก เหม็นกลิ่นคนประเภทนี้มากๆ,0
9.29E+17,ก่อนจะบอกให้คนอื่นทำนิสัยดีๆ ไปปรับสันดานตัวเองให้ดีก่อนค่ะ อีเหี้ย,0
9.29E+17,หน้าหยั่งกะส้นตีนสันดานยังเสือกเหี้ยอีก😊 fb.me/AaSKnhBw,0
9.29E+17,ด่าลูกกูเหี้ย ตัวมึงเองก็เหี้ยไม่ต่างกันเลยเถอะทำมาเป็นดูดดี อีผี สันดานคน พิมพ์มาสวยให้ตายแต่จิตใจต่ำมึงก็ต่ำอยู่ดี #วายวอดแห่งปี2017,0
9.29E+17,มึงกับกลุ่มมึงก็เหี้ยเหมือนกันหมดอ่ะ เหมาะสมกันดี ชอบแบบไหนก็เป็นแบบนั้นจริงๆด้วยสินะ สันดานเข้ากันดี 55555… — หืม? l.ask.fm/igoto/45DKECN7…,0
8.99E+17,เปิดเพลงหาพ่อองมึงตอนนี้หรอไอสัส คนเค้าจะนอนพักผ่อนกันไอสันดาน,0
9.29E+17,"โชคดีแค่ไหนแล้วที่เขาอุส่ามาประจำชั้น//สุดท้ายต้องมาออกเพราะสันดาน
บางคน",0
9.13E+17,แล้วท่านจะพบกันความกากของสกิลวาดรูปเราค่ะ อวดไว้ก่อน,0
8.97E+17,TWEET_NOT_FOUND,0
8.99E+17,ทำงงทำงาน สแกนนิ้วได้แล้วอีพวกไพร่,0
9.13E+17,บางทีเกมก็เซ็นเซอร์คำหยาบแบบ...มากไป เช่น กาก หิว คืออหิวไม่ได้หยาบ  เวลาพิมพ์หิวต้องบอก หออิวอ ตลกไปแมะ,0
8.97E+17,นี่แกะรูปพี่ยงมาจากคลิปกากๆเลยนะ,0
9.24E+17,"สิ่งที่ไม่มีวันเปลี่ยนคือความกากของรัฐบาล พวกพี่ไม่เคยทำอะไรสำเร็จเลย
นอกจากทำตัวเบ่งใส่Protagonistกับทำให้เรื่องชิบหายยิ่งขึ้น",0
9.24E+17,ไอ้รัฐบาลกาก แกจะมาแตะบัญชีคนทำมาหากินที่ต้องเสียภาษีไปให้แกเอาไปผลาญโดยไม่ได้กลับมา โดยไม่โดนคนด่ายับมิได้!,0
9.13E+17,โหเล่นกากเองแล้วบอกกูโปร โปรพ่อง พูดไรให้เกียรติโน๊ตบุ๊กกูที่แบกรับไฟล์หนักขนาดนี้ไว้ด้วยครับ,0
8.98E+17,นี่คือเกลียดจอฟไม่คิดตังค์มาก รำโว้ยยยยย กากแล้วยัง!!! สมละะะะ,0
8.98E+17,แค่นี้ยังทำไม่ได้เลย กาก,0
9.13E+17,บางทีก็รู้สึกว่า เรามีรัฐบาลนี้ที่เฮงซวยพอๆกับรัฐบาลที่ได้รับเลือกตั้งมาเลย โคตรกาก,0
9.27E+17,เริ่มไม่อยากได้รางวัลละ แมร่งดูกากๆ เน่าๆชอบกล คล้ายการซื้อวุฒิการศึกษาแถวบ้านกูเลย  ห่าน,0
9.01E+17,อีพวกไพร่เงินเดือนยังไม่ออกสินะ,0
8.99E+17,พูดไปสองไพร่เบี้ยนิ่งเสียตำลึงทอง🔕🔕,0
8.97E+17,"งานหลวง งานราช งานไพร่ งานเจ้า งานทุกอย่างแม่งสุมอยู่ในอาทิตย์นี้หมดเลย
กูขอกาปฏิทินว่าเป็นblack weekสำหรับกูละกันนะคะ T_T",0
8.99E+17,TWEET_NOT_FOUND,0
8.99E+17,กินคาวไม่กินหวานสันดานไพร่,0
9.01E+17,"เกิดเป็นไพร่ก็ต้องทำหน้าที่ไพร่ 
😽 กางเล็บนวดๆ 
😢 เจ็บ!! (โว้ย..คนจะตากผ้า..วอแวจังฟะอีแมวนี่นิ) pic.twitter.com/rXcQrhuCa0",0
8.99E+17,นอนได้แล้วพรุ่งนี้ต้องไปใช้ชีวิตไพร่ๆ,0
8.97E+17,ว่าแล้วไงงงง จะทวิตหลายทีละ นี่นั่งดูหลายรอบหลายมุมมาก ยังไงก็น่าจะไพร่หลังตัวเอง แต่ตัดใจไม่ทวิตทุกครั้งเลยเกลียดความหน้าบานของตัวเอง😂,0
8.97E+17,นิสัยเสีย สันดานไพร่ 😤,0
8.97E+17,หน้าหมาหน้าหีอีปากดีอีไพร่!!!!!! twitter.com/ppxxxm/status/…,0
8.98E+17,ตื่นมาทวิตเพื่อสังคมรึยังอีพวกไพร่,0
9.21E+17,ปชช โทษรัฐบาลนี้ว่าบริหารกากๆ แต่รัฐบาลนี้จะโทษแต่รัฐบาลก่อนหน้า,0
9.23E+17,พูดได้อย่างเต็มปากว่าระบบการจัดการงานคือกากมาก ขนาดเป็นจังหวัดใหญ่รองจากกทม.นะ,0
8.99E+17,อย่ามาว่าเรดเป็นเหล้าไพร่นะ 555555 ไม่เคยเหล้าขาวยาดองล่ะสิ  ว้ายยยย 55555 #ไพรเวทหวี pic.twitter.com/VUQcHjvQNb,0
9.29E+17,ปิดเทอมก็เจอเด็กแจกดาวเปิดเทอมก็เจอเด็กลงแรงค์รอเรียนอีดอกกกไม่ได้ว่าเด็กทุกคนเล่นกากแต่อีเด็กที่เล่นแบบนี้มึงต้องการอะไรอีเหี้ย!!! #rov,0
9.26E+17,เน็ตทรูแม่งเป็นส่นตีนไรวะ คือกูก็อยู่ใน กทม ไง กากชิบหายโหลดก็ไม่ขึ้น ทุกแอพด้วย ไม่ได้เป็นที่เครื่องกูหรอก เป็นที่มึงอ่ะเน็ต ไอ้ควาย,0
8.98E+17,ปากหมาสันดานไพร่,0
8.98E+17,หวยแดกสินะอีพวกไพร่,0
